"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",

"Language"                             ,"original"                                                                                                                            ,"english"                                                                                                                             ,"czech"                                                                                                                                                    ,"german"                                                                                                                                                                                          ,"russian"                                                                                                                                                                                       ,"polish"                                                                                                                                                               ,"hungarian"                                                                                                                                                                 ,"italian"                                                                                                                                                          ,"spanish"                                                                                                                                                                 ,"french"                                                                                                                                                                                                                  ,"chinese"                                                                              ,"japanese"                                                                                                                       ,"portuguese"                                                                                                                                                        ,"chinesesimp"                                                                          ,
"STR_CraftCopperIngot"                 ,"Craft Copper Ingot"                                                                                                                  ,"Craft Copper Ingot"                                                                                                                  ,"Vyrobte měděný ingot"                                                                                                                                     ,"Kupferbarren herstellen"                                                                                                                                                                         ,"Создание медного слитка"                                                                                                                                                                       ,"Wykonaj sztabkę miedzi"                                                                                                                                               ,"Készíts réz rudat"                                                                                                                                                         ,"Crea una barra di rame"                                                                                                                                           ,"Elaborar lingote de cobre"                                                                                                                                               ,"Fabriquer un lingot de cuivre"                                                                                                                                                                                           ,"制作铜锭"                                                                             ,"銅のインゴットを作成する"                                                                                                       ,"Criar Lingote de Cobre"                                                                                                                                            ,"制作铜锭"
"STR_CraftCrimant"                     ,"Craft Crimant Bar"                                                                                                                   ,"Craft Crimant Bar"                                                                                                                   ,"Vyrobte Crimant Bar"                                                                                                                                      ,"Crimant Bar herstellen"                                                                                                                                                                          ,"Создание Crimant Bar"                                                                                                                                                                          ,"Wykonaj Crimant Bar"                                                                                                                                                  ,"Készíts Crimant rudat"                                                                                                                                                     ,"Crea una barra di Crimant"                                                                                                                                        ,"Elaborar lingote de Crimant"                                                                                                                                             ,"Fabriquer un lingot de Crimant"                                                                                                                                                                                          ,"制作Crimant锭"                                                                        ,"Crimantのインゴットを作成する"                                                                                                  ,"Criar Lingote de Crimant"                                                                                                                                          ,"制作Crimant锭"
"STR_DeCraftAnvil"                     ,"Disassemble Anvil"                                                                                                                   ,"Disassemble Anvil"                                                                                                                   ,"Rozmontovat kovadlinu"                                                                                                                                    ,"Amboss zerlegen"                                                                                                                                                                                 ,"Разобрать наковальню"                                                                                                                                                                          ,"Zdemontuj kowadło"                                                                                                                                                    ,"Szedd szét az üllőt"                                                                                                                                                       ,"Smontare l'incudine"                                                                                                                                              ,"Desmontar yunque"                                                                                                                                                        ,"Démonter l'enclume"                                                                                                                                                                                                      ,"拆解铁砧"                                                                             ,"金床を分解する"                                                                                                                 ,"Desmontar Bigorna"                                                                                                                                                 ,"拆解铁砧"                                                                             ,
"STR_DeCraftFurnace"                   ,"Disassemble Furnace"                                                                                                                 ,"Disassemble Furnace"                                                                                                                 ,"Rozmontovat pec"                                                                                                                                          ,"Ofen zerlegen"                                                                                                                                                                                   ,"Разобрать печь"                                                                                                                                                                                ,"Zdemontuj piec"                                                                                                                                                       ,"Szedd szét a kemencét"                                                                                                                                                     ,"Smontare la fornace"                                                                                                                                              ,"Desmontar horno"                                                                                                                                                         ,"Démonter le four"                                                                                                                                                                                                        ,"拆解熔炉"                                                                             ,"炉を分解する"                                                                                                                   ,"Desmontar Fornalha"                                                                                                                                                ,"拆解熔炉"                                                                             ,
"STR_DeCraftGrindingstone"             ,"Disassemble Grinding Stone"                                                                                                          ,"Disassemble Grinding Stone"                                                                                                          ,"Rozmontovat brusný kámen"                                                                                                                                 ,"Schleifstein zerlegen"                                                                                                                                                                           ,"Разобрать точильный камень"                                                                                                                                                                    ,"Zdemontuj kamień szlifierski"                                                                                                                                         ,"Szedd szét a csiszolókövet"                                                                                                                                                ,"Smontare la pietra per affilare"                                                                                                                                  ,"Desmontar piedra de afilar"                                                                                                                                              ,"Démonter la pierre à aiguiser"                                                                                                                                                                                           ,"拆解磨石"                                                                             ,"砥石を分解する"                                                                                                                 ,"Desmontar Pedra de Amolar"                                                                                                                                         ,"拆解磨石"                                                                             ,
"STR_CraftEnchanted"                   ,"Craft Enchanted Bar"                                                                                                                 ,"Craft Enchanted Bar"                                                                                                                 ,"Vyrobit očarovaný ingot"                                                                                                                                  ,"Verzauberten Barren herstellen"                                                                                                                                                                  ,"Создание зачарованного слитка"                                                                                                                                                                 ,"Wykonaj zaczarowaną sztabkę"                                                                                                                                          ,"Készíts elbűvölt rudat"                                                                                                                                                    ,"Creare una barra incantata"                                                                                                                                       ,"Elaborar lingote encantado"                                                                                                                                              ,"Fabriquer un lingot enchanté"                                                                                                                                                                                            ,"制作附魔锭"                                                                           ,"エンチャントバーを作成する"                                                                                                     ,"Criar Barra Encantada"                                                                                                                                             ,"制作附魔锭"
"STR_CraftEridium"                     ,"Craft Eridium Bar"                                                                                                                   ,"Craft Eridium Bar"                                                                                                                   ,"Vyrobit eridiový ingot"                                                                                                                                   ,"Eridiumbarren herstellen"                                                                                                                                                                        ,"Создать эридиевый слиток"                                                                                                                                                                      ,"Wykonaj sztabkę eridium"                                                                                                                                              ,"Készíts eridium rudat"                                                                                                                                                     ,"Creare una barra di eridio"                                                                                                                                       ,"Elaborar lingote de eridio"                                                                                                                                              ,"Fabriquer un lingot d'eridium"                                                                                                                                                                                           ,"制作铱锭"                                                                             ,"エリジウムバーを作成する"                                                                                                       ,"Criar Barra de Erídio"                                                                                                                                             ,"制作铱锭"
"STR_CraftFancyColourDiamond"          ,"Craft Diamond Gem"                                                                                                                   ,"Craft Diamond Gem"                                                                                                                   ,"Vyrobit diamant"                                                                                                                                          ,"Diamanten herstellen"                                                                                                                                                                            ,"Создать алмаз"                                                                                                                                                                                 ,"Wykonaj diament"                                                                                                                                                      ,"Készíts gyémántot"                                                                                                                                                         ,"Creare un diamante"                                                                                                                                               ,"Elaborar diamante"                                                                                                                                                       ,"Fabriquer un diamant"                                                                                                                                                                                                    ,"制作钻石"                                                                             ,"ダイヤモンドを作成"                                                                                                             ,"Criar Diamante"                                                                                                                                                    ,"制作钻石"
"STR_CraftFurnace"                     ,"Craft Furnace Kit"                                                                                                                   ,"Craft Furnace Kit"                                                                                                                   ,"Sestavit sadu pece"                                                                                                                                       ,"Bausatz für den Ofen herstellen"                                                                                                                                                                 ,"Создать набор для печи"                                                                                                                                                                        ,"Stwórz zestaw pieca"                                                                                                                                                  ,"Készítsen kemence készletet"                                                                                                                                               ,"Crea kit per fornace"                                                                                                                                             ,"Elaborar kit de horno"                                                                                                                                                   ,"Fabriquer un kit de fournaise"                                                                                                                                                                                           ,"制作熔炉套件"                                                                         ,"かまどキットを作成"                                                                                                             ,"Criar Kit de Fornalha"                                                                                                                                             ,"制作熔炉套件"
"STR_CraftGoldIngot"                   ,"Craft Gold Ingot"                                                                                                                    ,"Craft Gold Ingot"                                                                                                                    ,"Vytvořit zlatý ingot"                                                                                                                                     ,"Goldbarren herstellen"                                                                                                                                                                           ,"Создать золотой слиток"                                                                                                                                                                        ,"Wykonaj sztabkę złota"                                                                                                                                                ,"Készítsen aranyrudat"                                                                                                                                                      ,"Crea lingotto d'oro"                                                                                                                                              ,"Elaborar lingote de oro"                                                                                                                                                 ,"Fabriquer un lingot d'or"                                                                                                                                                                                                ,"制造金锭"                                                                             ,"金のインゴットを作成する"                                                                                                       ,"Criar Lingote de Ouro"                                                                                                                                             ,"制作金锭"
"STR_CraftGrindingStone"               ,"Craft Grinding Stone Kit"                                                                                                            ,"Craft Grinding Stone Kit"                                                                                                            ,"Vyrobit sadu na broušení kamenů"                                                                                                                          ,"Schleifsteinkit herstellen"                                                                                                                                                                      ,"Создать комплект точильных камней"                                                                                                                                                             ,"Wykonaj zestaw szlifierski kamieni"                                                                                                                                   ,"Készítsen csiszolókészletet"                                                                                                                                               ,"Crea kit di pietra per affilare"                                                                                                                                  ,"Elaborar kit de piedra de afilar"                                                                                                                                        ,"Fabriquer un kit de pierre à aiguiser"                                                                                                                                                                                   ,"制造磨石工具包"                                                                       ,"砥石キットを作成"                                                                                                               ,"Criar Kit de Pedra de Afiar"                                                                                                                                       ,"制作磨石工具包"
"STR_CraftIolite"                      ,"Craft Iolite Gem"                                                                                                                    ,"Craft Iolite Gem"                                                                                                                    ,"Vyrobit iolitový drahokam"                                                                                                                                ,"Iolith-Edelstein herstellen"                                                                                                                                                                     ,"Создать иолитовый камень"                                                                                                                                                                      ,"Wykonaj kamień iolitowy"                                                                                                                                              ,"Készítsen iolit drágakövet"                                                                                                                                                ,"Crea gemma di iolite"                                                                                                                                             ,"Elaborar gema de iolita"                                                                                                                                                 ,"Fabriquer une gemme d'iolite"                                                                                                                                                                                            ,"制造堇青石宝石"                                                                       ,"アイオライトの宝石を作る"                                                                                                       ,"Criar Gema de Iolita"                                                                                                                                              ,"制造堇青石宝石"
"STR_CraftIronIngot"                   ,"Craft Iron Ingot"                                                                                                                    ,"Craft Iron Ingot"                                                                                                                    ,"Vyrobit železný ingot"                                                                                                                                    ,"Eisenbarren herstellen"                                                                                                                                                                          ,"Создать железный слиток"                                                                                                                                                                       ,"Wykonaj sztabkę żelaza"                                                                                                                                               ,"Készítsen vasrudat"                                                                                                                                                        ,"Crea lingotto di ferro"                                                                                                                                           ,"Elaborar lingote de hierro"                                                                                                                                              ,"Fabriquer un lingot de fer"                                                                                                                                                                                              ,"制造铁锭"                                                                             ,"鉄のインゴットを作る"                                                                                                           ,"Criar Lingote de Ferro"                                                                                                                                            ,"制造铁锭"
"STR_CraftJade"                        ,"Craft Jade"                                                                                                                          ,"Craft Jade"                                                                                                                          ,"Vytvořit Jadeit"                                                                                                                                          ,"Jade herstellen"                                                                                                                                                                                 ,"Создать нефрит"                                                                                                                                                                                ,"Wykonaj jadeit"                                                                                                                                                       ,"Készítsen Jadeit"                                                                                                                                                          ,"Crea giada"                                                                                                                                                       ,"Elaborar jade"                                                                                                                                                           ,"Fabriquer du jade"                                                                                                                                                                                                       ,"制作玉"                                                                               ,"玉を作る"                                                                                                                       ,"Criar Jade"                                                                                                                                                        ,"制作玉"
"STR_CraftRuby"                        ,"Craft Ruby Gem"                                                                                                                      ,"Craft Ruby Gem"                                                                                                                      ,"Vytvořit Rubín"                                                                                                                                           ,"Rubin herstellen"                                                                                                                                                                                ,"Создать рубин"                                                                                                                                                                                 ,"Wykonaj rubin"                                                                                                                                                        ,"Készítsen rubint"                                                                                                                                                          ,"Crea rubino"                                                                                                                                                      ,"Elaborar rubí"                                                                                                                                                           ,"Fabriquer un rubis"                                                                                                                                                                                                      ,"制作红宝石"                                                                           ,"ルビーを作成"                                                                                                                   ,"Criar Rubi"                                                                                                                                                        ,"制作红宝石"
"STR_CraftSilverIngot"                 ,"Craft Silver Ingot"                                                                                                                  ,"Craft Silver Ingot"                                                                                                                  ,"Vytvořit stříbrný ingot"                                                                                                                                  ,"Silberbarren herstellen"                                                                                                                                                                         ,"Создать серебряный слиток"                                                                                                                                                                     ,"Wykonaj sztabkę srebra"                                                                                                                                               ,"Készítsen ezüstrudat"                                                                                                                                                      ,"Crea lingotto d'argento"                                                                                                                                          ,"Elaborar lingote de plata"                                                                                                                                               ,"Fabriquer un lingot d'argent"                                                                                                                                                                                            ,"制作银锭"                                                                             ,"銀のインゴットを作成"                                                                                                           ,"Criar Barra de Prata"                                                                                                                                              ,"制作银锭"
"STR_CraftSulphurPowder"               ,"Crush Sulphur"                                                                                                                       ,"Crush Sulphur"                                                                                                                       ,"Rozdrtit síru"                                                                                                                                            ,"Schwefel zerkleinern"                                                                                                                                                                            ,"Раздробить серу"                                                                                                                                                                               ,"Skrusz siarkę"                                                                                                                                                        ,"Zúzás kén"                                                                                                                                                                 ,"Frantumare zolfo"                                                                                                                                                 ,"Triturar azufre"                                                                                                                                                         ,"Écraser du soufre"                                                                                                                                                                                                       ,"粉碎硫磺"                                                                             ,"硫黄を粉砕する"                                                                                                                 ,"Esmagar enxofre"                                                                                                                                                   ,"粉碎硫磺"
"STR_CraftTinIngot"                    ,"Craft Tin Ingot"                                                                                                                     ,"Craft Tin Ingot"                                                                                                                     ,"Vytvořit cínový ingot"                                                                                                                                    ,"Zinnbarren herstellen"                                                                                                                                                                           ,"Изготовить оловянный слиток"                                                                                                                                                                   ,"Wykonaj sztabkę cyny"                                                                                                                                                 ,"Készítsen ónrudat"                                                                                                                                                         ,"Crea un lingotto di stagno"                                                                                                                                       ,"Crear lingote de estaño"                                                                                                                                                 ,"Fabriquer un lingot d'étain"                                                                                                                                                                                             ,"制作锡锭"                                                                             ,"錫インゴットを作る"                                                                                                             ,"Criar lingote de estanho"                                                                                                                                          ,"制作锡锭"
"STR_CraftTurquoise"                   ,"Craft Turquoise Gem"                                                                                                                 ,"Craft Turquoise Gem"                                                                                                                 ,"Vytvořit tyrkysový drahokam"                                                                                                                              ,"Türkis-Edelstein herstellen"                                                                                                                                                                     ,"Изготовить бирюзовый драгоценный камень"                                                                                                                                                       ,"Wykonaj turkusowy klejnot"                                                                                                                                            ,"Készítsen türkiz követ"                                                                                                                                                    ,"Crea una gemma di turchese"                                                                                                                                       ,"Crear gema de turquesa"                                                                                                                                                  ,"Fabriquer une gemme turquoise"                                                                                                                                                                                           ,"制作绿松石宝石"                                                                       ,"トルコ石の宝石を作る"                                                                                                           ,"Criar gema de turquesa"                                                                                                                                            ,"制作绿松石宝石"
"STR_CraftUraniumIngot"                ,"Craft Uranium Ingot"                                                                                                                 ,"Craft Uranium Ingot"                                                                                                                 ,"Vytvořit uranový ingot"                                                                                                                                   ,"Uranbarren herstellen"                                                                                                                                                                           ,"Создать урановый слиток"                                                                                                                                                                       ,"Wykonaj sztabkę uranu"                                                                                                                                                ,"Készítsen urán rögöt"                                                                                                                                                      ,"Crea un lingotto di uranio"                                                                                                                                       ,"Crear lingote de uranio"                                                                                                                                                 ,"Fabriquer un lingot d'uranium"                                                                                                                                                                                           ,"制作铀锭"                                                                             ,"ウランインゴットを作成する"                                                                                                     ,"Criar lingote de urânio"                                                                                                                                           ,"制作铀锭"
